electric_vehicle_charger_state,electric_vehicle_id,electric_vehicle_departure_time,electric_vehicle_required_soc_departure,electric_vehicle_estimated_arrival_time,electric_vehicle_estimated_soc_arrival
1,charger_7_1,6.0,0.86,,
1,charger_7_1,5.0,0.86,,
1,charger_7_1,4.0,0.86,,
1,charger_7_1,3.0,0.86,,
1,charger_7_1,2.0,0.86,,
1,charger_7_1,1.0,0.86,,
1,charger_7_1,0.0,0.86,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
2,charger_7_1,,,1.0,0.41
2,charger_7_1,,,0.0,0.41
1,charger_7_1,13.0,0.86,,
1,charger_7_1,12.0,0.86,,
1,charger_7_1,11.0,0.86,,
1,charger_7_1,10.0,0.86,,
1,charger_7_1,9.0,0.86,,
1,charger_7_1,8.0,0.86,,
1,charger_7_1,7.0,0.86,,
1,charger_7_1,6.0,0.86,,
1,charger_7_1,5.0,0.86,,
1,charger_7_1,4.0,0.86,,
1,charger_7_1,3.0,0.86,,
1,charger_7_1,2.0,0.86,,
1,charger_7_1,1.0,0.86,,
1,charger_7_1,0.0,0.86,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
2,charger_7_1,,,1.0,0.36
2,charger_7_1,,,0.0,0.36
1,charger_7_1,14.0,0.82,,
1,charger_7_1,13.0,0.82,,
1,charger_7_1,12.0,0.82,,
1,charger_7_1,11.0,0.82,,
1,charger_7_1,10.0,0.82,,
1,charger_7_1,9.0,0.82,,
1,charger_7_1,8.0,0.82,,
1,charger_7_1,7.0,0.82,,
1,charger_7_1,6.0,0.82,,
1,charger_7_1,5.0,0.82,,
1,charger_7_1,4.0,0.82,,
1,charger_7_1,3.0,0.82,,
1,charger_7_1,2.0,0.82,,
1,charger_7_1,1.0,0.82,,
1,charger_7_1,0.0,0.82,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
2,charger_7_1,,,2.0,0.32
2,charger_7_1,,,1.0,0.32
2,charger_7_1,,,0.0,0.32
1,charger_7_1,11.0,0.82,,
1,charger_7_1,10.0,0.82,,
1,charger_7_1,9.0,0.82,,
1,charger_7_1,8.0,0.82,,
1,charger_7_1,7.0,0.82,,
1,charger_7_1,6.0,0.82,,
1,charger_7_1,5.0,0.82,,
1,charger_7_1,4.0,0.82,,
1,charger_7_1,3.0,0.82,,
1,charger_7_1,2.0,0.82,,
1,charger_7_1,1.0,0.82,,
1,charger_7_1,0.0,0.82,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
2,charger_7_1,,,2.0,0.32
1,charger_7_1,,0.81,,
1,charger_7_1,,0.81,,
1,charger_7_1,,0.81,,
1,charger_7_1,,0.81,,
1,charger_7_1,,0.81,,
1,charger_7_1,,0.81,,
1,charger_7_1,,0.81,,
1,charger_7_1,,0.81,,
1,charger_7_1,,0.81,,
1,charger_7_1,,0.81,,
1,charger_7_1,,0.81,,
1,charger_7_1,,0.81,,
1,charger_7_1,,0.81,,
1,charger_7_1,,0.81,,
1,charger_7_1,,0.81,,
1,charger_7_1,,0.81,,
1,charger_7_1,,0.81,,
1,charger_7_1,,0.81,,
1,charger_7_1,,0.81,,
1,charger_7_1,,0.81,,
1,charger_7_1,,0.81,,
1,charger_7_1,,0.81,,
1,charger_7_1,,0.81,,
1,charger_7_1,,0.81,,
1,charger_7_1,,0.81,,
1,charger_7_1,,0.81,,
1,charger_7_1,,0.81,,
1,charger_7_1,,0.81,,
1,charger_7_1,,0.81,,
1,charger_7_1,,0.81,,
1,charger_7_1,,0.81,,
1,charger_7_1,,0.81,,
1,charger_7_1,,0.81,,
1,charger_7_1,,0.81,,
1,charger_7_1,,0.81,,
1,charger_7_1,,0.81,,
1,charger_7_1,,0.81,,
1,charger_7_1,,0.81,,
1,charger_7_1,,0.81,,
1,charger_7_1,,0.81,,
1,charger_7_1,,0.81,,
1,charger_7_1,,0.81,,
1,charger_7_1,,0.81,,
1,charger_7_1,,0.81,,
1,charger_7_1,,0.81,,
1,charger_7_1,,0.81,,
1,charger_7_1,,0.81,,
1,charger_7_1,,0.81,,
1,charger_7_1,,0.81,,
1,charger_7_1,,0.81,,
1,charger_7_1,,0.81,,
1,charger_7_1,,0.81,,
1,charger_7_1,,0.81,,
1,charger_7_1,,0.81,,
1,charger_7_1,,0.81,,
1,charger_7_1,9.0,0.81,,
1,charger_7_1,8.0,0.81,,
1,charger_7_1,7.0,0.81,,
1,charger_7_1,6.0,0.81,,
1,charger_7_1,5.0,0.81,,
1,charger_7_1,4.0,0.81,,
1,charger_7_1,3.0,0.81,,
1,charger_7_1,2.0,0.81,,
1,charger_7_1,1.0,0.81,,
1,charger_7_1,0.0,0.81,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
2,charger_7_1,,,1.0,0.48
2,charger_7_1,,,0.0,0.48
1,charger_7_1,13.0,0.89,,
1,charger_7_1,12.0,0.89,,
1,charger_7_1,11.0,0.89,,
1,charger_7_1,10.0,0.89,,
1,charger_7_1,9.0,0.89,,
1,charger_7_1,8.0,0.89,,
1,charger_7_1,7.0,0.89,,
1,charger_7_1,6.0,0.89,,
1,charger_7_1,5.0,0.89,,
1,charger_7_1,4.0,0.89,,
1,charger_7_1,3.0,0.89,,
1,charger_7_1,2.0,0.89,,
1,charger_7_1,1.0,0.89,,
1,charger_7_1,0.0,0.89,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
2,charger_7_1,,,2.0,0.32
2,charger_7_1,,,1.0,0.32
2,charger_7_1,,,0.0,0.32
1,charger_7_1,13.0,0.89,,
1,charger_7_1,12.0,0.89,,
1,charger_7_1,11.0,0.89,,
1,charger_7_1,10.0,0.89,,
1,charger_7_1,9.0,0.89,,
1,charger_7_1,8.0,0.89,,
1,charger_7_1,7.0,0.89,,
1,charger_7_1,6.0,0.89,,
1,charger_7_1,5.0,0.89,,
1,charger_7_1,4.0,0.89,,
1,charger_7_1,3.0,0.89,,
1,charger_7_1,2.0,0.89,,
1,charger_7_1,1.0,0.89,,
1,charger_7_1,0.0,0.89,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
2,charger_7_1,,,1.0,0.31
2,charger_7_1,,,0.0,0.31
1,charger_7_1,13.0,0.92,,
1,charger_7_1,12.0,0.92,,
1,charger_7_1,11.0,0.92,,
1,charger_7_1,10.0,0.92,,
1,charger_7_1,9.0,0.92,,
1,charger_7_1,8.0,0.92,,
1,charger_7_1,7.0,0.92,,
1,charger_7_1,6.0,0.92,,
1,charger_7_1,5.0,0.92,,
1,charger_7_1,4.0,0.92,,
1,charger_7_1,3.0,0.92,,
1,charger_7_1,2.0,0.92,,
1,charger_7_1,1.0,0.92,,
1,charger_7_1,0.0,0.92,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
2,charger_7_1,,,1.0,0.56
2,charger_7_1,,,0.0,0.56
1,charger_7_1,12.0,0.92,,
1,charger_7_1,11.0,0.92,,
1,charger_7_1,10.0,0.92,,
1,charger_7_1,9.0,0.92,,
1,charger_7_1,8.0,0.92,,
1,charger_7_1,7.0,0.92,,
1,charger_7_1,6.0,0.92,,
1,charger_7_1,5.0,0.92,,
1,charger_7_1,4.0,0.92,,
1,charger_7_1,3.0,0.92,,
1,charger_7_1,2.0,0.92,,
1,charger_7_1,1.0,0.92,,
1,charger_7_1,0.0,0.92,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
2,charger_7_1,,,1.0,0.28
2,charger_7_1,,,0.0,0.28
1,charger_7_1,14.0,0.86,,
1,charger_7_1,13.0,0.86,,
1,charger_7_1,12.0,0.86,,
1,charger_7_1,11.0,0.86,,
1,charger_7_1,10.0,0.86,,
1,charger_7_1,9.0,0.86,,
1,charger_7_1,8.0,0.86,,
1,charger_7_1,7.0,0.86,,
1,charger_7_1,6.0,0.86,,
1,charger_7_1,5.0,0.86,,
1,charger_7_1,4.0,0.86,,
1,charger_7_1,3.0,0.86,,
1,charger_7_1,2.0,0.86,,
1,charger_7_1,1.0,0.86,,
1,charger_7_1,0.0,0.86,,
2,charger_7_1,,,0.0,0.51
1,charger_7_1,22.0,0.86,,
1,charger_7_1,21.0,0.86,,
1,charger_7_1,20.0,0.86,,
1,charger_7_1,19.0,0.86,,
1,charger_7_1,18.0,0.86,,
1,charger_7_1,17.0,0.86,,
1,charger_7_1,16.0,0.86,,
1,charger_7_1,15.0,0.86,,
1,charger_7_1,14.0,0.86,,
1,charger_7_1,13.0,0.86,,
1,charger_7_1,12.0,0.86,,
1,charger_7_1,11.0,0.86,,
1,charger_7_1,10.0,0.86,,
1,charger_7_1,9.0,0.86,,
1,charger_7_1,8.0,0.86,,
1,charger_7_1,7.0,0.86,,
1,charger_7_1,6.0,0.86,,
1,charger_7_1,5.0,0.86,,
1,charger_7_1,4.0,0.86,,
1,charger_7_1,3.0,0.86,,
1,charger_7_1,2.0,0.86,,
1,charger_7_1,1.0,0.86,,
1,charger_7_1,0.0,0.86,,
2,charger_7_1,,,0.0,0.51
1,charger_7_1,20.0,0.82,,
1,charger_7_1,19.0,0.82,,
1,charger_7_1,18.0,0.82,,
1,charger_7_1,17.0,0.82,,
1,charger_7_1,16.0,0.82,,
1,charger_7_1,15.0,0.82,,
1,charger_7_1,14.0,0.82,,
1,charger_7_1,13.0,0.82,,
1,charger_7_1,12.0,0.82,,
1,charger_7_1,11.0,0.82,,
1,charger_7_1,10.0,0.82,,
1,charger_7_1,9.0,0.82,,
1,charger_7_1,8.0,0.82,,
1,charger_7_1,7.0,0.82,,
1,charger_7_1,6.0,0.82,,
1,charger_7_1,5.0,0.82,,
1,charger_7_1,4.0,0.82,,
1,charger_7_1,3.0,0.82,,
1,charger_7_1,2.0,0.82,,
1,charger_7_1,1.0,0.82,,
1,charger_7_1,0.0,0.82,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
2,charger_7_1,,,0.0,0.63
1,charger_7_1,13.0,0.73,,
1,charger_7_1,12.0,0.73,,
1,charger_7_1,11.0,0.73,,
1,charger_7_1,10.0,0.73,,
1,charger_7_1,9.0,0.73,,
1,charger_7_1,8.0,0.73,,
1,charger_7_1,7.0,0.73,,
1,charger_7_1,6.0,0.73,,
1,charger_7_1,5.0,0.73,,
1,charger_7_1,4.0,0.73,,
1,charger_7_1,3.0,0.73,,
1,charger_7_1,2.0,0.73,,
1,charger_7_1,1.0,0.73,,
1,charger_7_1,0.0,0.73,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
2,charger_7_1,,,1.0,0.21
2,charger_7_1,,,0.0,0.21
1,charger_7_1,15.0,0.73,,
1,charger_7_1,14.0,0.73,,
1,charger_7_1,13.0,0.73,,
1,charger_7_1,12.0,0.73,,
1,charger_7_1,11.0,0.73,,
1,charger_7_1,10.0,0.73,,
1,charger_7_1,9.0,0.73,,
1,charger_7_1,8.0,0.73,,
1,charger_7_1,7.0,0.73,,
1,charger_7_1,6.0,0.73,,
1,charger_7_1,5.0,0.73,,
1,charger_7_1,4.0,0.73,,
1,charger_7_1,3.0,0.73,,
1,charger_7_1,2.0,0.73,,
1,charger_7_1,1.0,0.73,,
1,charger_7_1,0.0,0.73,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
2,charger_7_1,,,1.0,0.17
2,charger_7_1,,,0.0,0.17
1,charger_7_1,14.0,0.9,,
1,charger_7_1,13.0,0.9,,
1,charger_7_1,12.0,0.9,,
1,charger_7_1,11.0,0.9,,
1,charger_7_1,10.0,0.9,,
1,charger_7_1,9.0,0.9,,
1,charger_7_1,8.0,0.9,,
1,charger_7_1,7.0,0.9,,
1,charger_7_1,6.0,0.9,,
1,charger_7_1,5.0,0.9,,
1,charger_7_1,4.0,0.9,,
1,charger_7_1,3.0,0.9,,
1,charger_7_1,2.0,0.9,,
1,charger_7_1,1.0,0.9,,
1,charger_7_1,0.0,0.9,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
2,charger_7_1,,,0.0,0.83
1,charger_7_1,14.0,0.93,,
1,charger_7_1,13.0,0.93,,
1,charger_7_1,12.0,0.93,,
1,charger_7_1,11.0,0.93,,
1,charger_7_1,10.0,0.93,,
1,charger_7_1,9.0,0.93,,
1,charger_7_1,8.0,0.93,,
1,charger_7_1,7.0,0.93,,
1,charger_7_1,6.0,0.93,,
1,charger_7_1,5.0,0.93,,
1,charger_7_1,4.0,0.93,,
1,charger_7_1,3.0,0.93,,
1,charger_7_1,2.0,0.93,,
1,charger_7_1,1.0,0.93,,
1,charger_7_1,0.0,0.93,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
2,charger_7_1,,,2.0,0.4
2,charger_7_1,,,1.0,0.4
2,charger_7_1,,,0.0,0.4
1,charger_7_1,16.0,0.93,,
1,charger_7_1,15.0,0.93,,
1,charger_7_1,14.0,0.93,,
1,charger_7_1,13.0,0.93,,
1,charger_7_1,12.0,0.93,,
1,charger_7_1,11.0,0.93,,
1,charger_7_1,10.0,0.93,,
1,charger_7_1,9.0,0.93,,
1,charger_7_1,8.0,0.93,,
1,charger_7_1,7.0,0.93,,
1,charger_7_1,6.0,0.93,,
1,charger_7_1,5.0,0.93,,
1,charger_7_1,4.0,0.93,,
1,charger_7_1,3.0,0.93,,
1,charger_7_1,2.0,0.93,,
1,charger_7_1,1.0,0.93,,
1,charger_7_1,0.0,0.93,,
3,,,,,
3,,,,,
3,,,,,
2,charger_7_1,,,1.0,0.82
2,charger_7_1,,,0.0,0.82
1,charger_7_1,18.0,0.72,,
1,charger_7_1,17.0,0.72,,
1,charger_7_1,16.0,0.72,,
1,charger_7_1,15.0,0.72,,
1,charger_7_1,14.0,0.72,,
1,charger_7_1,13.0,0.72,,
1,charger_7_1,12.0,0.72,,
1,charger_7_1,11.0,0.72,,
1,charger_7_1,10.0,0.72,,
1,charger_7_1,9.0,0.72,,
1,charger_7_1,8.0,0.72,,
1,charger_7_1,7.0,0.72,,
1,charger_7_1,6.0,0.72,,
1,charger_7_1,5.0,0.72,,
1,charger_7_1,4.0,0.72,,
1,charger_7_1,3.0,0.72,,
1,charger_7_1,2.0,0.72,,
1,charger_7_1,1.0,0.72,,
1,charger_7_1,0.0,0.72,,
3,,,,,
3,,,,,
3,,,,,
2,charger_7_1,,,1.0,0.61
2,charger_7_1,,,0.0,0.61
1,charger_7_1,12.0,0.72,,
1,charger_7_1,11.0,0.72,,
1,charger_7_1,10.0,0.72,,
1,charger_7_1,9.0,0.72,,
1,charger_7_1,8.0,0.72,,
1,charger_7_1,7.0,0.72,,
1,charger_7_1,6.0,0.72,,
1,charger_7_1,5.0,0.72,,
1,charger_7_1,4.0,0.72,,
1,charger_7_1,3.0,0.72,,
1,charger_7_1,2.0,0.72,,
1,charger_7_1,1.0,0.72,,
1,charger_7_1,0.0,0.72,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
2,charger_7_1,,,3.0,0.5
2,charger_7_1,,,2.0,0.5
2,charger_7_1,,,1.0,0.5
2,charger_7_1,,,0.0,0.5
1,charger_7_1,9.0,0.81,,
1,charger_7_1,8.0,0.81,,
1,charger_7_1,7.0,0.81,,
1,charger_7_1,6.0,0.81,,
1,charger_7_1,5.0,0.81,,
1,charger_7_1,4.0,0.81,,
1,charger_7_1,3.0,0.81,,
1,charger_7_1,2.0,0.81,,
1,charger_7_1,1.0,0.81,,
1,charger_7_1,0.0,0.81,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
2,charger_7_1,,,2.0,0.41
2,charger_7_1,,,1.0,0.41
2,charger_7_1,,,0.0,0.41
1,charger_7_1,10.0,0.81,,
1,charger_7_1,9.0,0.81,,
1,charger_7_1,8.0,0.81,,
1,charger_7_1,7.0,0.81,,
1,charger_7_1,6.0,0.81,,
1,charger_7_1,5.0,0.81,,
1,charger_7_1,4.0,0.81,,
1,charger_7_1,3.0,0.81,,
1,charger_7_1,2.0,0.81,,
1,charger_7_1,1.0,0.81,,
1,charger_7_1,0.0,0.81,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
2,charger_7_1,,,2.0,0.41
2,charger_7_1,,,1.0,0.41
2,charger_7_1,,,0.0,0.41
1,charger_7_1,11.0,0.8,,
1,charger_7_1,10.0,0.8,,
1,charger_7_1,9.0,0.8,,
1,charger_7_1,8.0,0.8,,
1,charger_7_1,7.0,0.8,,
1,charger_7_1,6.0,0.8,,
1,charger_7_1,5.0,0.8,,
1,charger_7_1,4.0,0.8,,
1,charger_7_1,3.0,0.8,,
1,charger_7_1,2.0,0.8,,
1,charger_7_1,1.0,0.8,,
1,charger_7_1,0.0,0.8,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
2,charger_7_1,,,2.0,0.42
2,charger_7_1,,,1.0,0.42
2,charger_7_1,,,0.0,0.42
1,charger_7_1,10.0,0.8,,
1,charger_7_1,9.0,0.8,,
1,charger_7_1,8.0,0.8,,
1,charger_7_1,7.0,0.8,,
1,charger_7_1,6.0,0.8,,
1,charger_7_1,5.0,0.8,,
1,charger_7_1,4.0,0.8,,
1,charger_7_1,3.0,0.8,,
1,charger_7_1,2.0,0.8,,
1,charger_7_1,1.0,0.8,,
1,charger_7_1,0.0,0.8,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
2,charger_7_1,,,1.0,0.52
2,charger_7_1,,,0.0,0.52
1,charger_7_1,18.0,0.99,,
1,charger_7_1,17.0,0.99,,
1,charger_7_1,16.0,0.99,,
1,charger_7_1,15.0,0.99,,
1,charger_7_1,14.0,0.99,,
1,charger_7_1,13.0,0.99,,
1,charger_7_1,12.0,0.99,,
1,charger_7_1,11.0,0.99,,
1,charger_7_1,10.0,0.99,,
1,charger_7_1,9.0,0.99,,
1,charger_7_1,8.0,0.99,,
1,charger_7_1,7.0,0.99,,
1,charger_7_1,6.0,0.99,,
1,charger_7_1,5.0,0.99,,
1,charger_7_1,4.0,0.99,,
1,charger_7_1,3.0,0.99,,
1,charger_7_1,2.0,0.99,,
1,charger_7_1,1.0,0.99,,
1,charger_7_1,0.0,0.99,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
2,charger_7_1,,,0.0,0.9
1,charger_7_1,17.0,0.88,,
1,charger_7_1,16.0,0.88,,
1,charger_7_1,15.0,0.88,,
1,charger_7_1,14.0,0.88,,
1,charger_7_1,13.0,0.88,,
1,charger_7_1,12.0,0.88,,
1,charger_7_1,11.0,0.88,,
1,charger_7_1,10.0,0.88,,
1,charger_7_1,9.0,0.88,,
1,charger_7_1,8.0,0.88,,
1,charger_7_1,7.0,0.88,,
1,charger_7_1,6.0,0.88,,
1,charger_7_1,5.0,0.88,,
1,charger_7_1,4.0,0.88,,
1,charger_7_1,3.0,0.88,,
1,charger_7_1,2.0,0.88,,
1,charger_7_1,1.0,0.88,,
1,charger_7_1,0.0,0.88,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
2,charger_7_1,,,1.0,0.79
2,charger_7_1,,,0.0,0.79
1,charger_7_1,11.0,0.88,,
1,charger_7_1,10.0,0.88,,
1,charger_7_1,9.0,0.88,,
1,charger_7_1,8.0,0.88,,
1,charger_7_1,7.0,0.88,,
1,charger_7_1,6.0,0.88,,
1,charger_7_1,5.0,0.88,,
1,charger_7_1,4.0,0.88,,
1,charger_7_1,3.0,0.88,,
1,charger_7_1,2.0,0.88,,
1,charger_7_1,1.0,0.88,,
1,charger_7_1,0.0,0.88,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
2,charger_7_1,,,0.0,0.76
1,charger_7_1,13.0,0.88,,
1,charger_7_1,12.0,0.88,,
1,charger_7_1,11.0,0.88,,
1,charger_7_1,10.0,0.88,,
1,charger_7_1,9.0,0.88,,
1,charger_7_1,8.0,0.88,,
1,charger_7_1,7.0,0.88,,
1,charger_7_1,6.0,0.88,,
1,charger_7_1,5.0,0.88,,
1,charger_7_1,4.0,0.88,,
1,charger_7_1,3.0,0.88,,
1,charger_7_1,2.0,0.88,,
1,charger_7_1,1.0,0.88,,
1,charger_7_1,0.0,0.88,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
2,charger_7_1,,,2.0,0.76
2,charger_7_1,,,1.0,0.76
2,charger_7_1,,,0.0,0.76
1,charger_7_1,14.0,0.88,,
1,charger_7_1,13.0,0.88,,
1,charger_7_1,12.0,0.88,,
1,charger_7_1,11.0,0.88,,
1,charger_7_1,10.0,0.88,,
1,charger_7_1,9.0,0.88,,
1,charger_7_1,8.0,0.88,,
1,charger_7_1,7.0,0.88,,
1,charger_7_1,6.0,0.88,,
1,charger_7_1,5.0,0.88,,
1,charger_7_1,4.0,0.88,,
1,charger_7_1,3.0,0.88,,
1,charger_7_1,2.0,0.88,,
1,charger_7_1,1.0,0.88,,
1,charger_7_1,0.0,0.88,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
2,charger_7_1,,,0.0,0.74
1,charger_7_1,13.0,0.87,,
1,charger_7_1,12.0,0.87,,
1,charger_7_1,11.0,0.87,,
1,charger_7_1,10.0,0.87,,
1,charger_7_1,9.0,0.87,,
1,charger_7_1,8.0,0.87,,
1,charger_7_1,7.0,0.87,,
1,charger_7_1,6.0,0.87,,
1,charger_7_1,5.0,0.87,,
1,charger_7_1,4.0,0.87,,
1,charger_7_1,3.0,0.87,,
1,charger_7_1,2.0,0.87,,
1,charger_7_1,1.0,0.87,,
1,charger_7_1,0.0,0.87,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
2,charger_7_1,,,0.0,0.79
1,charger_7_1,13.0,0.89,,
1,charger_7_1,12.0,0.89,,
1,charger_7_1,11.0,0.89,,
1,charger_7_1,10.0,0.89,,
1,charger_7_1,9.0,0.89,,
1,charger_7_1,8.0,0.89,,
1,charger_7_1,7.0,0.89,,
1,charger_7_1,6.0,0.89,,
1,charger_7_1,5.0,0.89,,
1,charger_7_1,4.0,0.89,,
1,charger_7_1,3.0,0.89,,
1,charger_7_1,2.0,0.89,,
1,charger_7_1,1.0,0.89,,
1,charger_7_1,0.0,0.89,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
2,charger_7_1,,,0.0,0.75
1,charger_7_1,16.0,0.87,,
1,charger_7_1,15.0,0.87,,
1,charger_7_1,14.0,0.87,,
1,charger_7_1,13.0,0.87,,
1,charger_7_1,12.0,0.87,,
1,charger_7_1,11.0,0.87,,
1,charger_7_1,10.0,0.87,,
1,charger_7_1,9.0,0.87,,
1,charger_7_1,8.0,0.87,,
1,charger_7_1,7.0,0.87,,
1,charger_7_1,6.0,0.87,,
1,charger_7_1,5.0,0.87,,
1,charger_7_1,4.0,0.87,,
1,charger_7_1,3.0,0.87,,
1,charger_7_1,2.0,0.87,,
1,charger_7_1,1.0,0.87,,
1,charger_7_1,0.0,0.87,,
3,,,,,
3,,,,,
2,charger_7_1,,,0.0,0.78
1,charger_7_1,17.0,0.81,,
1,charger_7_1,16.0,0.81,,
1,charger_7_1,15.0,0.81,,
1,charger_7_1,14.0,0.81,,
1,charger_7_1,13.0,0.81,,
1,charger_7_1,12.0,0.81,,
1,charger_7_1,11.0,0.81,,
1,charger_7_1,10.0,0.81,,
1,charger_7_1,9.0,0.81,,
1,charger_7_1,8.0,0.81,,
1,charger_7_1,7.0,0.81,,
1,charger_7_1,6.0,0.81,,
1,charger_7_1,5.0,0.81,,
1,charger_7_1,4.0,0.81,,
1,charger_7_1,3.0,0.81,,
1,charger_7_1,2.0,0.81,,
1,charger_7_1,1.0,0.81,,
1,charger_7_1,0.0,0.81,,
2,charger_7_1,,,0.0,0.72
1,charger_7_1,22.0,0.8,,
1,charger_7_1,21.0,0.8,,
1,charger_7_1,20.0,0.8,,
1,charger_7_1,19.0,0.8,,
1,charger_7_1,18.0,0.8,,
1,charger_7_1,17.0,0.8,,
1,charger_7_1,16.0,0.8,,
1,charger_7_1,15.0,0.8,,
1,charger_7_1,14.0,0.8,,
1,charger_7_1,13.0,0.8,,
1,charger_7_1,12.0,0.8,,
1,charger_7_1,11.0,0.8,,
1,charger_7_1,10.0,0.8,,
