k,time_step_after,u_var,base_cooling_demand_without_control,cooling_demand_var,Tin_var,Tin_off,Delta_Tin_var_minus_off,Tout,Tin_setpoint_cooling
53,1854,0.80236416113453,1.991197943687439,1.5976658677395732,21.810893310816883,24.446702909813375,-2.6358095989964916,23.84000015258789,23.33333396911621
54,1855,0.19132392605720028,3.0129895210266113,0.5764569843320146,23.21799835951209,24.72694876672208,-1.5089504072099906,25.350000381469727,23.33333396911621
55,1856,0.08155261736351271,1.3871374130249023,0.11312468667503275,23.982437929391413,24.900417869225443,-0.91797993983403,27.56999969482422,24.44444465637207
56,1857,0.8552269742870702,1.5168113708496094,1.2972179992559345,23.644247026911675,25.61809016321331,-1.9738431363016353,29.260000228881836,24.44444465637207
57,1858,0.8612834961776684,2.9180736541748047,2.5132886789716204,23.49590617290616,26.19264582645401,-2.6967396535478514,30.329999923706055,24.44444465637207
58,1859,0.8765370964165805,2.9722087383270264,2.60525121743716,21.96668113081932,26.14178445792675,-4.175103327107429,31.1299991607666,24.44444465637207
59,1860,0.4719097193587902,3.2942333221435547,1.55458072255514,23.156363689107,26.35994267709583,-3.2035789879888306,31.579999923706055,24.44444465637207
60,1861,0.2740483886137183,3.7666425704956055,1.0322423269281544,24.37757826439172,26.4576372076723,-2.08005894328058,31.90999984741211,24.44444465637207
61,1862,0.007091828603166261,4.186923027038574,0.029692940482407625,25.43487997530356,26.427036747739017,-0.9921567724354574,31.90999984741211,24.44444465637207
62,1863,0.6457208955749478,4.680026054382324,3.0219906151498437,23.842552465630618,26.13877748689383,-2.2962250212632114,31.709999084472656,24.44444465637207
63,1864,0.719909383508693,4.251490592956543,3.0606879717683526,22.27258873108655,25.70006352448195,-3.427474793395401,31.34000015258789,24.77777862548828
64,1865,0.8355692165002742,4.649324417114258,3.8848323604637542,20.955475023024082,25.71369280828118,-4.758217785257099,30.75,24.44444465637207
65,1866,0.28187782736454214,4.10816764831543,1.1580013711564539,23.291678300673812,25.508032827203273,-2.216354526529461,29.09000015258789,24.44444465637207
66,1867,0.2152181671629736,3.48567795753479,0.7501812213410148,24.1117916738528,25.44771679503873,-1.3359251211859302,27.510000228881836,24.44444465637207
67,1868,0.6393313800665879,3.4258627891540527,2.1902615849086304,23.364789058639406,25.500342448456884,-2.1355533898174777,26.969999313354492,24.44444465637207
68,1869,0.8050548331450097,2.8867673873901367,2.324006037383822,22.40239178254038,25.469354907346812,-3.0669631248064313,26.579999923706055,24.44444465637207
69,1870,0.9636708728449709,2.4982705116271973,2.407510524542633,21.6552354329589,25.58764343764812,-3.9324080046892185,26.219999313354492,24.44444465637207
70,1871,0.15052483042117748,2.165419816970825,0.32594945074019066,23.687106887614277,25.68134728025302,-1.9942403926387442,25.829999923706055,24.44444465637207
71,1872,0.48221238819933654,2.496356725692749,1.2037741384937766,23.806160429413914,25.738105459899007,-1.9319450304850925,25.56999969482422,23.88888931274414
72,1873,0.8947158621961735,3.0498287677764893,2.728730175511835,22.52118360988006,25.538916963649093,-3.0177333537690316,25.34000015258789,23.33333396911621
73,1874,0.4227169069454373,2.814324378967285,1.1896624966181895,23.04132645767361,25.119773020260332,-2.0784465625867234,25.1299991607666,23.33333396911621
74,1875,0.5895020620840481,2.4279232025146484,1.431265734464091,22.777862354195413,24.96522514114335,-2.1873627869479364,25.020000457763672,23.33333396911621
75,1876,0.0244906774933632,2.164998769760132,0.05302228664372348,23.96526634952754,24.966238140818774,-1.000971791291235,25.06999969482422,23.33333396911621
76,1877,0.6734598871529389,2.0647566318511963,1.390530768284789,23.18931957917988,24.99605620262876,-1.8067366234488809,25.139999389648438,23.33333396911621
77,1878,0.9190886196338225,1.952779769897461,1.794777663163911,22.278405014679134,25.003419895842967,-2.7250148811638333,25.600000381469727,23.33333396911621
78,1879,0.8268253295567211,2.0803706645965576,1.7201031603551835,22.19457128453955,25.09830877420187,-2.903737489662319,26.8700008392334,23.33333396911621
79,1880,0.8855202667099468,1.2308573722839355,1.089949148586775,21.93318991571471,25.327623716083465,-3.3944338003687555,28.75,24.44444465637207
80,1881,0.6603553805205233,1.5775712728500366,1.0417576781811322,23.02294238949001,25.779838850321173,-2.7568964608311646,30.59000015258789,24.44444465637207
81,1882,0.24555226724317758,2.3508379459381104,0.5772535875463976,24.32717718388319,26.251065801412164,-1.9238886175289736,32.08000183105469,24.44444465637207
82,1883,0.7685169988962544,3.3606746196746826,2.582735572979198,23.576391605112256,26.67217717867821,-3.095785573565955,33.2599983215332,24.38888931274414
83,1884,0.2116747426075105,5.861660957336426,1.2407655743966817,25.102340641022025,26.790775007886737,-1.688434366864712,34.2599983215332,23.33333396911621
84,1885,0.8312748346644612,6.9689483642578125,5.79311139928358,21.452727006426752,25.3569393959406,-3.904212389513848,34.86000061035156,23.38888931274414
85,1886,0.06271792257076825,5.102335453033447,0.3200078798734375,24.3136961439389,24.07251620314896,0.24117994078993732,35.08000183105469,24.44444465637207
86,1887,0.8254878133935558,4.646294593811035,3.835459564627371,21.938432440683542,24.870303319705577,-2.9318708790220356,34.77000045776367,24.44444465637207
87,1888,0.1645072664741013,5.735855579376221,0.9435899222534047,24.573861364101916,25.495092602803858,-0.9212312387019423,33.93000030517578,23.66666603088379
88,1889,0.37514699649664185,7.319843769073486,2.746017404792577,24.289449122800974,24.957109247628154,-0.6676601248271794,32.38999938964844,23.33333396911621
89,1890,0.3167381665569643,4.624191761016846,1.4646580201922956,23.834588476312458,23.53950816796899,0.29508030834346854,30.440000534057617,24.11111068725586
90,1891,0.6913370352777413,3.1964364051818848,2.2098148678122853,22.885549618697464,24.43831889623955,-1.5527692775420867,28.600000381469727,24.44444465637207
91,1892,0.17857187817437192,3.1995880603790283,0.5713564493261788,24.53372296774864,25.15373550440997,-0.6200125366613278,27.6200008392334,24.44444465637207
92,1893,0.39625616221698645,3.3976080417633057,1.3463231233466981,24.421641462558803,25.343235075128376,-0.9215936125695734,27.290000915527344,24.44444465637207
93,1894,0.0058245951079809455,2.5108723640441895,0.014624814888376338,25.083289475491195,25.33029302055791,-0.24700354506671474,27.149999618530273,24.44444465637207
94,1895,0.2624947127501015,2.143771171569824,0.5627285978831695,25.069458872876616,25.632588778260647,-0.5631299053840308,26.920000076293945,24.44444465637207
95,1896,0.42118881422895527,2.489532470703125,1.0485632293199305,24.940060289224533,25.806090823842883,-0.8660305346183499,26.700000762939453,23.88888931274414
96,1897,0.10592123670732445,3.1010472774505615,0.32846676271544495,25.241324745541363,25.670397366869004,-0.42907262132764146,26.459999084472656,23.33333396911621
97,1898,0.6331599460365578,2.935300588607788,1.8585147622839835,23.825411083589046,25.2628594531852,-1.4374483695961544,26.25,23.33333396911621
98,1899,0.38042426988653233,2.55041241645813,0.9702387814406307,24.009191369780453,25.102948257810176,-1.0937568880297235,26.020000457763672,23.33333396911621
99,1900,0.7252939380762389,2.2659120559692383,1.6434522784083558,23.12981705804646,25.107304979991465,-1.9774879219450057,25.829999923706055,23.33333396911621
