episode,step,hour,soc_mean,soc_min,soc_max,soc_std,battery_abuse_kwh,battery_abuse_excess_kwh_equiv,battery_abuse_hours,action_mean,action_std,action_min,action_max,step_count,step_net_consumption_kwh,grid_import_kwh,grid_export_kwh,net_grid_kwh,solar_generation_kwh,solar_waste_kwh,non_shiftable_load_kwh,non_shiftable_load_obs_b1,electricity_price,step_cost,carbon_intensity,step_carbon_kg,step_bill,export_factor,outdoor_temperature,indoor_temperature,thermal_discomfort,month_cos,month_sin,hour_cos,hour_sin,day_type_cos,day_type_sin,ev_departure_deficit_kwh,ev_avoidable_deficit_kwh,ev_unavoidable_deficit_kwh,ev_departure_departures,ev_impossible_request_count,ev_missing_action_samples,cost_ev_departure_avoidable,cost_ev_departure_unavoidable,cost,cost_building_soc,cost_ev_departure,constraint_violation,reward,citylearn_reward,used_energy_reward,reward_bill_raw,reward_export_factor,reward_scale,citylearn_electricity_consumption_total,citylearn_carbon_emissions_total,citylearn_cost_total,citylearn_daily_peak_average,citylearn_all_time_peak_average,citylearn_ramping_average,citylearn_discomfort_proportion,citylearn_zero_net_energy,action_0,action_1,action_2,action_3,action_4,action_5,action_6,action_7,action_8,action_9,action_10,action_11,action_12,action_13,action_14,action_15,action_16,action_17,action_18,action_19,action_20,action_21,action_22,action_23,action_24,action_25,action_ev_0,action_ev_1,action_ev_2,action_ev_3,action_ev_4,action_ev_5,action_ev_6,action_ev_7
0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3076923076923077,0.46153846153846145,0.0,1.0,10.0,-4.314518688246608,0.0,4.314518688246608,-4.314518688246608,-5.436299926757813,12.033634690567851,0.6272333264350891,0.07074810564517975,0.15015000104904175,0.0,0.20289885997772217,0.0,-0.4534774898964368,0.7,22.200000762939453,nan,0.0,0.25,0.0669872984290123,0.0669872984290123,0.75,0.8019377589225769,0.9009688496589661,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4534774898964368,-22.391840607210625,1.0,-0.4534774898964368,0.7,1.0,nan,nan,nan,nan,nan,nan,nan,nan,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,0.6458790624517948,-0.5,1.0,11.0,-9.025326982140541,0.0,9.025326982140541,-9.025326982140541,-7.28355029296875,16.30186915397644,0.618066668510437,0.0741610899567604,0.14512999355793,0.0,0.21287168562412262,0.0,-0.9168919527433879,0.7,21.700000762939453,nan,0.0,0.25,0.0669872984290123,0.017037086188793182,0.6294095516204834,0.8019377589225769,0.9009688496589661,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9168919527433879,2.0789779326364695,1.0,-0.9168919527433879,0.7,1.0,nan,nan,nan,nan,nan,nan,nan,nan,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,1.0,-0.5,1.0,-0.5,-0.5,1.0,-0.5,-0.5,-0.5,1.0,-0.5,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,0.6458790624517948,-0.5,1.0,12.0,-5.969656266272068,0.0,5.969656266272068,-5.969656266272068,-8.553,20.15347397327423,0.6451333165168762,0.08920431137084961,0.12499000132083893,0.0,0.2257099151611328,0.0,-0.52230314122441,0.7,22.200000762939453,nan,0.0,0.25,0.0669872984290123,0.0,0.5,0.8019377589225769,0.9009688496589661,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52230314122441,6.742262095036901,1.0,-0.52230314122441,0.7,1.0,nan,nan,nan,nan,nan,nan,nan,nan,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,1.0,-0.5,1.0,-0.5,-0.5,1.0,-0.5,-0.5,-0.5,1.0,-0.5,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,0.6458790624517948,-0.5,1.0,13.0,20.675389617681503,20.675389617681503,0.0,20.675389617681503,-9.117900146484375,20.600609809160233,0.7644333243370056,0.17341943085193634,0.1390099972486496,2.874085853868664,0.23460789024829865,4.850609538265836,2.874085853868664,0.7,22.799999237060547,nan,0.0,0.25,0.0669872984290123,0.017037086188793182,0.370590478181839,0.8019377589225769,0.9009688496589661,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.874085853868664,-0.1166643672000306,1.0,2.874085853868664,0.7,1.0,nan,nan,nan,nan,nan,nan,nan,nan,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,1.0,-0.5,1.0,-0.5,-0.5,1.0,-0.5,-0.5,-0.5,1.0,-0.5,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,0.6458790624517948,-0.5,1.0,14.0,5.052926581352949,5.052926581352949,0.0,5.052926581352949,-9.015150146484375,20.120628118515015,1.4322999715805054,0.2326255738735199,0.14512999355793,0.7333312022004468,0.24286070466041565,1.2271573101447224,0.7333312022004468,0.7,22.799999237060547,nan,0.0,0.25,0.0669872984290123,0.0669872984290123,0.25,0.8019377589225769,0.9009688496589661,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7333312022004468,0.9744813914614188,1.0,0.7333312022004468,0.7,1.0,nan,nan,nan,nan,nan,nan,nan,nan,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,1.0,-0.5,1.0,-0.5,-0.5,1.0,-0.5,-0.5,-0.5,1.0,-0.5,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,0.6458790624517948,-0.5,1.0,15.0,-11.943295639008284,0.0,11.943295639008284,-11.943295639008284,-8.276099853515625,20.132886957377195,1.9018332958221436,0.21095603704452515,0.14065000414848328,0.0,0.24223925173282623,0.0,-1.175877206821154,0.7,22.200000762939453,nan,0.0,0.25,0.0669872984290123,0.1464466154575348,0.1464466154575348,0.8019377589225769,0.9009688496589661,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.175877206821154,-39.87146741488531,1.0,-1.175877206821154,0.7,1.0,nan,nan,nan,nan,nan,nan,nan,nan,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,1.0,-0.5,1.0,-0.5,-0.5,1.0,-0.5,-0.5,-0.5,1.0,-0.5,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,0.6458790624517948,-0.5,1.0,16.0,-11.862400338053703,0.0,11.862400338053703,-11.862400338053703,-6.97530029296875,18.83778791129589,1.7299833297729492,0.16826632618904114,0.1447799950838089,0.0,0.24268029630184174,0.0,-1.2022067838379116,0.7,22.799999237060547,nan,0.0,0.25,0.0669872984290123,0.25,0.0669872984290123,0.8019377589225769,0.9009688496589661,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2022067838379116,-18.777923168879845,1.0,-1.2022067838379116,0.7,1.0,nan,nan,nan,nan,nan,nan,nan,nan,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,1.0,-0.5,1.0,-0.5,-0.5,1.0,-0.5,-0.5,-0.5,1.0,-0.5,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.0,17.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3076923076923077,0.46153846153846145,0.0,1.0,17.0,-2.1558717414736748,0.0,2.1558717414736748,-2.1558717414736748,-5.069099853515625,13.20666503161192,1.3914333581924438,0.12270373851060867,0.14201000332832336,0.0,0.2452496737241745,0.0,-0.21430874722748036,0.7,22.200000762939453,nan,0.0,0.25,0.0669872984290123,0.370590478181839,0.017037086188793182,0.8019377589225769,0.9009688496589661,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21430874722748036,-18.672968653517852,1.0,-0.21430874722748036,0.7,1.0,nan,nan,nan,nan,nan,nan,nan,nan,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.0,18.0,18.0,0.2347205176072962,0.0,0.36442863941192627,0.17335457988260336,0.0,0.0,0.0,0.5384615384615384,0.3648781915578899,0.0,1.0,18.0,43.081496089696884,43.081496089696884,0.0,43.081496089696884,-2.9112000732421874,1.242986410856247,1.0300999879837036,0.16730590164661407,0.14012999832630157,6.037009974943793,0.24614694714546204,10.60437874093805,6.037009974943793,0.7,21.100000381469727,nan,0.0,0.25,0.0669872984290123,0.5,0.0,0.8019377589225769,0.9009688496589661,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.037009974943793,-0.25808345634237156,1.0,6.037009974943793,0.7,1.0,nan,nan,nan,nan,nan,nan,nan,nan,0.5,1.0,0.5,0.5,0.5,0.5,1.0,0.5,1.0,0.5,0.5,1.0,0.5,0.5,0.5,1.0,0.5,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.0,19.0,19.0,0.4694410352145924,0.0,0.7288572788238525,0.3467091597652067,0.0,0.0,0.0,0.5384615384615384,0.3648781915578899,0.0,1.0,19.0,50.49561892449856,50.49561892449856,0.0,50.49561892449856,-0.9869000244140625,0.36281657218933105,1.3838167190551758,0.1229328066110611,0.1473899930715561,7.442548923425779,0.24275939166545868,12.258285731882093,7.442548923425779,0.7,20.600000381469727,nan,0.0,0.25,0.0669872984290123,0.6294095516204834,0.017037086188793182,0.8019377589225769,0.9009688496589661,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.442548923425779,-0.24243035640644744,1.0,7.442548923425779,0.7,1.0,nan,nan,nan,nan,nan,nan,nan,nan,0.5,1.0,0.5,0.5,0.5,0.5,1.0,0.5,1.0,0.5,0.5,1.0,0.5,0.5,0.5,1.0,0.5,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.0,20.0,20.0,0.6343780931304482,0.0,0.9818127751350403,0.46851979772792185,2.1403365325927766,2.1403365325927766,1.0,0.5384615384615384,0.3648781915578899,0.0,1.0,20.0,47.06752562150359,47.06752562150359,0.0,47.06752562150359,-0.07479999732971192,0.03198157623410225,1.031916618347168,0.44725942611694336,0.14800000190734863,6.965993881756712,0.24150946736335754,11.367253042960517,6.965993881756712,0.7,20.600000381469727,nan,0.0,0.25,0.0669872984290123,0.75,0.0669872984290123,0.8019377589225769,0.9009688496589661,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.03348713172109508,0.0,1.0,-6.965993881756712,-0.37400390053003607,1.0,6.965993881756712,0.7,1.0,nan,nan,nan,nan,nan,nan,nan,nan,0.5,1.0,0.5,0.5,0.5,0.5,1.0,0.5,1.0,0.5,0.5,1.0,0.5,0.5,0.5,1.0,0.5,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.0,21.0,21.0,0.6459576732972089,0.0,0.9986260533332825,0.4770713926339794,3.4001948547363314,3.4001948547363314,1.0,0.5384615384615384,0.3648781915578899,0.0,1.0,21.0,52.287029962403864,52.287029962403864,0.0,52.287029962403864,-0.0,0.0,3.6039834022521973,0.6243629455566406,0.153329998254776,8.017170212882805,0.24358908832073212,12.736549959540762,8.017170212882805,0.7,20.0,nan,0.0,0.25,0.0669872984290123,0.8535534143447876,0.1464466154575348,0.8019377589225769,0.9009688496589661,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.051185319298192124,0.0,1.0,-8.017170212882805,-0.16567673539887293,1.0,8.017170212882805,0.7,1.0,nan,nan,nan,nan,nan,nan,nan,nan,0.5,1.0,0.5,0.5,0.5,0.5,1.0,0.5,1.0,0.5,0.5,1.0,0.5,0.5,0.5,1.0,0.5,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.0,22.0,22.0,0.6459576732972089,0.0,0.9986260533332825,0.4770713926339794,3.4001948547363314,3.4001948547363314,1.0,0.3076923076923077,0.46153846153846145,0.0,1.0,22.0,59.69457993490696,59.69457993490696,0.0,59.69457993490696,-0.0,0.0,5.008500099182129,0.4841087758541107,0.15942999720573425,9.517106712219697,0.24073919653892517,14.370825211258145,9.517106712219697,0.7,20.600000381469727,nan,0.0,0.25,0.0669872984290123,0.9330127239227295,0.25,0.8019377589225769,0.9009688496589661,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.051185319298192124,0.0,1.0,-9.517106712219697,-0.1414878692314806,1.0,9.517106712219697,0.7,1.0,nan,nan,nan,nan,nan,nan,nan,nan,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.0,23.0,23.0,0.6459576732972089,0.0,0.9986260533332825,0.4770713926339794,3.4001948547363314,3.4001948547363314,1.0,0.3076923076923077,0.46153846153846145,0.0,1.0,23.0,52.003573140090204,52.003573140090204,0.0,52.003573140090204,-0.0,0.0,3.896216630935669,0.4413455128669739,0.16508999466896057,8.585269612464392,0.22927038371562958,11.922879168412289,8.585269612464392,0.7,20.600000381469727,nan,0.0,0.25,0.0669872984290123,0.9829629063606262,0.370590478181839,0.8019377589225769,0.9009688496589661,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.051185319298192124,0.0,1.0,-8.585269612464392,-0.18681145094898466,1.0,8.585269612464392,0.7,1.0,nan,nan,nan,nan,nan,nan,nan,nan,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.0,24.0,0.0,0.6459576732972089,0.0,0.9986260533332825,0.4770713926339794,3.4001948547363314,3.4001948547363314,1.0,0.3076923076923077,0.46153846153846145,0.0,1.0,24.0,30.52250216107965,30.52250216107965,0.0,30.52250216107965,-0.0,0.0,3.5570833683013916,0.1707756370306015,0.16500000655651093,5.036213056699261,0.2152947336435318,6.571333972903767,5.036213056699261,0.7,19.399999618530273,nan,0.0,0.25,0.0669872984290123,1.0,0.5,0.8019377589225769,0.9009688496589661,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.051185319298192124,0.0,1.0,-5.036213056699261,-1.0917784829285018,1.0,5.036213056699261,0.7,1.0,nan,nan,nan,nan,nan,nan,nan,nan,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
