non_shiftable_load,dhw_demand,cooling_demand,heating_demand,solar_generation
10.2,0.24,1.31,0.0,0.0
9.9,1.44,0.93,0.0,0.0
10.1,0.6,0.72,0.0,0.0
11.8,0.48,0.81,0.0,0.0
9.8,0.12,0.51,0.0,0.0
12.8,0.36,0.6,0.0,0.0
10.7,8.76,0.49,0.0,0.0
13.5,5.64,1.16,0.0,0.0
12.6,5.04,2.74,0.0,239.573
12.3,15.0,5.04,0.0,453.547
13.3,18.36,7.17,0.0,577.516
11.8,17.52,8.05,0.0,654.112
13.9,8.52,10.26,0.0,676.8330000000001
13.0,13.8,9.69,0.0,523.55
13.4,7.08,10.52,0.0,447.152
13.2,2.64,9.91,0.0,295.566
13.7,0.6,8.66,0.0,131.766
12.4,10.8,5.76,0.0,17.6522
15.2,5.52,6.38,0.0,0.0
19.7,3.6,7.99,0.0,0.0
16.2,2.76,5.49,0.0,0.0
20.9,3.12,7.68,0.0,0.0
15.9,1.8,4.89,0.0,0.0
14.3,0.72,4.19,0.0,0.0
9.3,3.0,2.15,0.0,0.0
11.0,5.76,2.87,0.0,0.0
9.5,2.64,2.38,0.0,0.0
15.0,1.32,4.42,0.0,0.0
10.0,0.0,2.19,0.0,0.0
9.8,0.24,2.38,0.0,0.0
10.0,0.36,2.15,0.0,0.0
14.0,3.84,5.29,0.0,0.0
13.8,6.72,6.77,0.0,167.454
12.5,9.84,8.23,0.0,370.872
16.6,11.64,10.84,0.0,389.716
10.2,4.44,7.95,0.0,444.539
10.4,8.28,9.72,0.0,475.773
10.1,3.96,12.66,0.0,571.2130000000001
12.9,3.36,17.15,0.0,463.672
9.5,11.16,15.76,0.0,379.912
11.6,3.12,16.29,0.0,201.564
13.6,4.44,12.76,0.0,30.4076
14.3,2.4,12.09,0.0,0.0
14.0,3.24,10.04,0.0,0.0
14.4,5.4,7.92,0.0,0.0
15.2,6.84,7.19,0.0,0.0
14.6,2.88,6.23,0.0,0.0
14.0,2.04,5.13,0.0,0.0
13.9,2.04,4.42,0.0,0.0
9.8,0.36,2.16,0.0,0.0
9.0,0.0,1.31,0.0,0.0
7.1,0.12,0.88,0.0,0.0
7.6,0.12,0.85,0.0,0.0
9.2,0.84,0.74,0.0,0.0
13.3,1.8,1.03,0.0,0.0
11.4,11.4,1.52,0.0,0.0
15.6,10.8,3.43,0.0,166.658
12.5,17.64,5.02,0.0,305.708
9.2,10.08,5.4,0.0,399.185
14.0,5.52,8.03,0.0,369.539
12.6,3.48,8.44,0.0,350.32300000000004
12.2,2.76,8.72,0.0,271.658
12.1,1.2,8.77,0.0,196.291
11.9,2.16,9.44,0.0,123.521
18.2,1.44,15.84,0.0,43.6345
13.7,3.36,10.9,0.0,3.71688
14.9,4.08,12.1,0.0,0.0
16.8,1.56,13.26,0.0,0.0
14.6,3.12,10.11,0.0,0.0
14.8,2.16,9.91,0.0,0.0
11.0,0.84,6.08,0.0,0.0
12.3,0.24,6.39,0.0,0.0
10.4,1.2,5.67,0.0,0.0
16.9,0.96,10.44,0.0,0.0
10.8,0.12,5.73,0.0,0.0
15.7,0.12,9.32,0.0,0.0
6.4,0.0,3.57,0.0,0.0
9.3,0.36,5.33,0.0,0.0
12.2,2.76,6.12,0.0,0.0
15.7,20.4,8.81,0.0,0.0
13.5,9.6,8.38,0.0,215.403
12.8,7.32,9.48,0.0,382.388
16.0,16.92,12.16,0.0,549.602
13.1,9.12,10.19,0.0,543.261
12.0,3.72,11.75,0.0,586.081
13.9,15.24,16.0,0.0,691.4689999999999
11.1,4.2,15.4,0.0,603.475
12.8,3.6,16.67,0.0,429.962
11.0,9.36,12.06,0.0,230.641
10.6,2.52,7.01,0.0,38.2717
16.6,0.36,8.84,0.0,0.0
16.7,1.44,7.14,0.0,0.0
14.1,3.0,4.55,0.0,0.0
16.7,1.44,4.6,0.0,0.0
14.4,2.4,2.55,0.0,0.0
12.8,1.2,1.68,0.0,0.0
7.0,2.4,0.58,0.0,0.0
8.9,0.48,0.5,0.0,0.0
10.9,0.24,0.54,0.0,0.0
9.9,0.24,0.32,0.0,0.0
9.2,0.0,0.17,0.0,0.0
11.6,1.32,0.32,0.0,0.0
11.8,3.48,0.27,0.0,0.0
14.2,11.76,0.78,0.0,53.7145
13.6,15.6,1.38,0.0,229.93
8.0,19.2,1.17,0.0,367.425
13.0,8.88,2.48,0.0,412.356
14.3,21.72,3.83,0.0,509.432
18.3,6.12,6.74,0.0,520.935
11.7,1.2,4.9,0.0,473.0580000000001
8.5,2.28,3.96,0.0,384.656
10.7,0.72,4.51,0.0,270.86400000000003
9.5,1.44,3.62,0.0,134.105
11.0,1.8,3.34,0.0,22.1583
14.1,5.64,4.32,0.0,0.0
14.8,2.04,4.11,0.0,0.0
17.2,2.28,4.27,0.0,0.0
14.4,4.92,2.64,0.0,0.0
13.8,0.96,2.21,0.0,0.0
14.1,0.36,1.93,0.0,0.0
12.5,0.96,1.21,0.0,0.0
8.9,0.48,0.85,0.0,0.0
14.5,0.12,1.18,0.0,0.0
8.0,1.8,0.61,0.0,0.0
7.9,0.12,0.73,0.0,0.0
7.6,3.12,0.64,0.0,0.0
10.2,7.2,0.78,0.0,0.0
14.8,20.52,1.34,0.0,21.8814
15.3,9.96,1.48,0.0,69.4151
14.7,5.16,1.8,0.0,134.185
13.6,15.48,2.05,0.0,194.051
16.2,4.08,3.49,0.0,205.132
11.7,12.24,2.88,0.0,258.98
13.4,2.64,3.89,0.0,233.549
18.3,0.48,6.3,0.0,203.029
11.4,6.6,3.74,0.0,161.612
12.1,3.96,3.61,0.0,60.8344
14.9,5.04,4.35,0.0,8.1813
17.0,2.16,5.46,0.0,0.0
14.8,4.32,4.11,0.0,0.0
16.7,3.72,4.28,0.0,0.0
13.4,4.08,2.46,0.0,0.0
14.5,3.12,2.04,0.0,0.0
13.1,3.84,1.03,0.0,0.0
10.5,1.32,0.5,0.0,0.0
10.9,0.36,0.34,0.0,0.0
8.5,0.6,0.09,0.0,0.0
11.9,0.0,0.28,0.0,0.0
11.5,0.24,0.19,0.0,0.0
12.2,1.92,0.23,0.0,0.0
12.7,5.04,0.31,0.0,0.0
15.3,23.52,0.39,0.0,8.696069999999999
15.8,1.44,0.41,0.0,38.5269
13.8,19.8,0.36,0.0,72.1154
13.6,1.2,0.32,0.0,108.741
11.5,4.56,0.36,0.0,155.023
13.8,1.44,0.5,0.0,143.039
11.4,8.4,0.24,0.0,127.737
11.0,0.96,0.22,0.0,91.3073
16.5,0.72,0.41,0.0,56.9175
12.0,5.04,0.03,0.0,19.9116
16.1,3.72,0.44,0.0,5.84203
18.3,3.48,0.56,0.0,0.0
15.7,0.84,0.31,0.0,0.0
16.6,1.92,0.47,0.0,0.0
13.2,1.08,0.25,0.0,0.0
14.7,4.92,0.32,0.0,0.0
13.4,0.6,0.34,0.0,0.0
12.5,0.6,0.22,0.0,0.0
12.0,3.12,0.22,0.0,0.0
8.2,0.48,0.11,0.0,0.0
8.3,1.68,0.04,0.0,0.0
12.3,0.12,0.22,0.0,0.0
11.0,0.0,0.18,0.0,0.0
13.7,2.88,0.25,0.0,0.0
11.8,10.68,0.18,0.0,15.8218
14.8,5.4,0.47,0.0,86.8187
10.7,18.36,0.44,0.0,220.734
12.0,21.0,0.99,0.0,357.465
11.0,5.4,1.3,0.0,487.589
13.2,2.76,2.16,0.0,537.095
15.9,1.2,4.67,0.0,517.455
15.5,6.72,5.9,0.0,406.992
11.2,5.4,4.65,0.0,287.319
13.2,2.88,5.03,0.0,135.379
13.5,3.96,3.57,0.0,25.1097
14.5,1.8,3.56,0.0,0.0
16.1,1.68,4.05,0.0,0.0
16.4,2.04,3.66,0.0,0.0
19.4,1.56,4.79,0.0,0.0
14.3,3.72,2.37,0.0,0.0
10.8,2.4,1.14,0.0,0.0
10.0,0.6,0.96,0.0,0.0
13.2,3.48,1.34,0.0,0.0
12.7,0.24,1.1,0.0,0.0
11.1,0.12,0.88,0.0,0.0
8.2,0.0,0.75,0.0,0.0
12.3,0.24,0.87,0.0,0.0
14.1,1.32,1.07,0.0,0.0
14.8,5.76,1.37,0.0,14.3982
13.8,15.36,1.29,0.0,74.9971
10.2,5.4,1.23,0.0,147.469
12.0,16.2,1.96,0.0,232.508
12.9,11.28,3.33,0.0,314.225
14.9,10.92,5.59,0.0,326.468
16.0,2.16,6.91,0.0,287.301
13.8,5.64,6.61,0.0,224.289
14.9,3.72,7.77,0.0,153.282
10.4,4.32,5.13,0.0,56.9165
12.0,7.44,5.83,0.0,9.98519
14.5,2.04,7.64,0.0,0.0
18.7,2.04,9.99,0.0,0.0
15.4,0.84,7.13,0.0,0.0
12.8,2.04,5.59,0.0,0.0
16.6,3.84,7.97,0.0,0.0
12.8,1.44,5.46,0.0,0.0
13.1,6.36,6.17,0.0,0.0
11.9,1.08,5.69,0.0,0.0
11.4,0.36,5.21,0.0,0.0
11.1,0.12,5.0,0.0,0.0
9.0,0.0,4.03,0.0,0.0
12.9,0.96,7.27,0.0,0.0
11.8,4.68,6.77,0.0,0.0
13.4,9.72,8.56,0.0,7.80092
9.1,11.88,5.52,0.0,30.0726
10.6,13.8,6.46,0.0,50.3082
10.3,24.96,6.13,0.0,61.5832
11.8,3.36,7.81,0.0,108.022
11.5,5.76,8.23,0.0,123.64
11.6,3.72,8.57,0.0,125.373
11.7,0.84,8.32,0.0,105.175
15.9,1.08,10.41,0.0,52.9776
14.2,0.72,8.46,0.0,19.1847
15.0,0.84,9.69,0.0,8.55621
12.5,3.72,7.68,0.0,0.0
18.1,2.76,10.6,0.0,0.0
16.6,3.6,8.12,0.0,0.0
22.3,2.04,10.94,0.0,0.0
16.6,1.2,4.63,0.0,0.0
8.0,1.56,1.17,0.0,0.0
8.3,0.84,1.18,0.0,0.0
9.3,1.8,1.12,0.0,0.0
8.9,0.36,0.93,0.0,0.0
10.0,2.04,0.71,0.0,0.0
9.4,2.88,0.56,0.0,0.0
9.1,2.88,0.45,0.0,0.0
8.8,3.0,0.22,0.0,0.0
15.4,27.48,0.62,0.0,27.803
12.3,6.24,0.38,0.0,65.7319
12.7,10.8,0.29,0.0,113.13
13.1,13.2,0.37,0.0,143.97899999999998
8.8,9.96,0.06,0.0,131.24200000000002
13.3,2.28,0.24,0.0,142.10299999999998
13.1,7.32,0.29,0.0,134.755
13.4,0.84,0.21,0.0,113.49
11.2,12.6,0.0,0.0,66.6828
10.7,6.24,0.0,0.0,21.8214
13.9,2.28,0.0,0.0,11.3193
13.1,2.16,0.0,0.0,0.0
17.3,0.6,0.02,0.0,0.0
16.0,1.8,0.0,0.0,0.0
15.4,6.24,0.0,0.0,0.0
16.5,2.76,0.0,0.0,0.0
17.7,0.72,0.0,0.0,0.0
9.1,1.92,0.0,0.0,0.0
8.0,0.24,0.0,0.0,0.0
9.4,0.0,0.0,0.0,0.0
9.7,0.24,0.0,0.0,0.0
11.4,0.0,0.0,0.0,0.0
15.1,3.48,0.0,0.0,0.0
8.2,2.28,0.0,0.0,0.0
16.4,15.24,0.0,0.0,34.5148
14.0,11.88,0.0,0.0,94.4056
10.9,14.4,0.0,0.0,158.406
11.0,11.64,0.0,0.0,218.96
8.4,20.16,0.0,0.0,218.257
11.9,2.28,0.0,0.0,298.916
12.4,0.6,0.12,0.0,275.505
11.9,0.84,0.31,0.0,231.297
