non_shiftable_load,dhw_demand,cooling_demand,heating_demand,solar_generation
7.2,3.72,0.38,0.0,0.0
6.4,0.24,0.11,0.0,0.0
5.7,0.84,0.0,0.0,0.0
6.2,4.32,0.0,0.0,0.0
9.0,22.08,0.28,0.0,0.0
7.3,4.68,0.25,0.0,0.0
11.8,11.28,1.52,0.0,0.0
10.1,5.88,2.19,0.0,0.0
11.2,7.44,4.46,0.0,0.0
7.4,4.56,4.32,0.0,0.0
11.2,7.68,8.16,0.0,0.0
12.5,0.48,11.24,0.0,0.0
13.5,3.84,13.53,0.0,0.0
11.9,7.8,10.86,0.0,0.0
12.7,2.28,7.13,0.0,0.0
14.3,3.6,7.4,0.0,0.0
15.5,4.56,6.9,0.0,0.0
22.1,1.44,10.3,0.0,0.0
15.6,7.92,4.7,0.0,0.0
14.5,5.04,3.03,0.0,0.0
10.6,1.2,1.04,0.0,0.0
12.4,4.2,1.01,0.0,0.0
7.0,0.6,0.13,0.0,0.0
6.7,0.12,0.01,0.0,0.0
7.7,3.48,0.04,0.0,0.0
7.7,0.24,0.03,0.0,0.0
6.9,3.24,0.0,0.0,0.0
6.4,4.44,0.0,0.0,0.0
9.8,15.48,0.07,0.0,0.0
11.0,14.52,0.22,0.0,0.0
11.3,6.12,0.4,0.0,0.0
16.0,9.0,1.54,0.0,0.0
12.0,12.72,1.39,0.0,0.0
16.7,4.44,3.94,0.0,0.0
12.7,4.68,3.36,0.0,0.0
12.5,1.56,4.72,0.0,0.0
14.2,1.92,7.52,0.0,0.0
11.2,0.6,4.37,0.0,0.0
11.4,3.72,1.25,0.0,0.0
14.1,3.84,1.81,0.0,0.0
15.6,3.12,1.83,0.0,0.0
19.2,1.44,2.52,0.0,0.0
20.0,6.6,2.24,0.0,0.0
18.2,4.08,1.43,0.0,0.0
21.9,0.36,2.12,0.0,0.0
16.8,0.6,0.74,0.0,0.0
15.0,0.36,0.32,0.0,0.0
12.9,0.12,0.01,0.0,0.0
13.4,0.24,0.01,0.0,0.0
12.3,0.12,0.0,0.0,0.0
14.1,1.44,0.0,0.0,0.0
13.4,5.04,0.0,0.0,0.0
11.2,29.4,0.0,0.0,0.0
11.9,8.4,0.16,0.0,0.0
16.0,5.28,2.32,0.0,0.0
16.3,10.44,4.86,0.0,0.0
12.2,3.84,5.02,0.0,0.0
12.7,4.92,7.47,0.0,0.0
12.9,6.36,9.64,0.0,0.0
14.0,0.72,12.62,0.0,0.0
10.5,4.2,10.7,0.0,0.0
10.3,1.68,8.68,0.0,0.0
13.5,2.4,5.47,0.0,0.0
11.8,3.24,3.73,0.0,0.0
18.2,2.88,6.86,0.0,0.0
19.0,0.96,6.36,0.0,0.0
18.7,2.16,5.25,0.0,0.0
18.5,1.44,4.12,0.0,0.0
15.6,0.72,2.25,0.0,0.0
10.1,0.48,0.81,0.0,0.0
10.2,0.6,0.79,0.0,0.0
9.4,0.48,0.57,0.0,0.0
6.5,0.24,0.17,0.0,0.0
6.7,1.2,0.19,0.0,0.0
6.6,2.28,0.09,0.0,0.0
7.1,10.2,0.04,0.0,0.0
9.4,9.12,0.36,0.0,0.0
6.5,8.88,0.03,0.0,0.0
10.1,4.32,0.81,0.0,0.0
11.0,2.88,1.52,0.0,0.0
12.2,5.88,2.59,0.0,0.0
10.2,5.52,2.92,0.0,0.0
10.2,4.44,4.66,0.0,0.0
12.1,0.48,7.18,0.0,0.0
11.8,3.12,7.04,0.0,0.0
11.1,1.68,4.87,0.0,0.0
17.9,2.52,5.71,0.0,0.0
13.5,3.72,2.49,0.0,0.0
15.4,1.08,2.53,0.0,0.0
16.5,0.36,2.45,0.0,0.0
15.2,1.44,1.72,0.0,0.0
17.5,1.08,2.12,0.0,0.0
10.2,0.96,0.41,0.0,0.0
11.6,0.24,0.39,0.0,0.0
7.0,0.6,0.0,0.0,0.0
8.6,0.12,0.0,0.0,0.0
7.6,1.32,0.0,0.0,0.0
7.5,0.0,0.0,0.0,0.0
7.3,0.36,0.0,0.0,0.0
6.7,2.52,0.0,0.0,0.0
6.8,6.96,0.0,0.0,0.0
8.0,2.64,0.0,0.0,0.0
7.2,9.12,0.15,0.0,0.0
9.9,10.92,1.57,0.0,0.0
12.2,9.84,4.01,0.0,0.0
13.9,9.24,6.19,0.0,0.0
13.2,9.6,6.24,0.0,0.0
14.1,2.76,7.81,0.0,0.0
9.5,0.84,4.81,0.0,0.0
6.7,2.4,1.99,0.0,0.0
8.1,3.72,1.02,0.0,0.0
8.6,3.84,0.93,0.0,0.0
16.3,9.6,2.65,0.0,0.0
10.7,1.08,0.85,0.0,0.0
15.1,4.08,1.67,0.0,0.0
18.1,0.6,2.52,0.0,0.0
14.9,0.48,1.51,0.0,0.0
8.7,0.96,0.43,0.0,0.0
8.7,4.2,0.49,0.0,0.0
14.6,0.24,1.55,0.0,0.0
9.6,0.36,0.62,0.0,0.0
9.1,0.12,0.54,0.0,0.0
6.8,1.08,0.27,0.0,0.0
12.5,1.92,1.03,0.0,0.0
6.6,7.08,0.26,0.0,0.0
6.8,10.56,0.42,0.0,0.0
7.1,2.16,1.3,0.0,0.0
7.8,18.96,1.88,0.0,0.0
13.5,12.0,5.26,0.0,0.0
7.9,7.2,4.37,0.0,0.0
15.0,8.4,12.09,0.0,0.0
11.6,1.2,12.03,0.0,0.0
18.6,7.8,19.33,0.0,0.0
13.8,4.8,13.89,0.0,0.0
12.7,5.64,7.9,0.0,0.0
15.2,1.92,8.79,0.0,0.0
19.7,3.84,10.9,0.0,0.0
14.7,1.68,5.1,0.0,0.0
17.9,5.28,6.19,0.0,0.0
14.2,3.0,3.36,0.0,0.0
15.1,1.44,3.05,0.0,0.0
13.0,2.04,1.7,0.0,0.0
6.5,1.44,0.22,0.0,0.0
8.4,0.48,0.23,0.0,0.0
6.1,0.24,0.0,0.0,0.0
7.6,2.64,0.0,0.0,0.0
5.6,2.04,0.0,0.0,0.0
7.0,3.12,0.0,0.0,0.0
6.6,9.0,0.0,0.0,0.0
10.3,9.6,0.12,0.0,0.0
11.0,7.92,0.83,0.0,0.0
8.5,12.96,1.3,0.0,0.0
17.7,1.8,5.74,0.0,0.0
6.9,13.56,2.19,0.0,0.0
10.8,4.56,4.72,0.0,0.0
12.0,0.96,5.98,0.0,0.0
13.4,1.56,7.3,0.0,0.0
12.4,3.72,6.62,0.0,0.0
15.1,5.28,7.67,0.0,0.0
12.5,3.84,5.71,0.0,0.0
21.1,3.24,12.06,0.0,0.0
18.9,3.6,9.65,0.0,0.0
29.3,1.2,20.9,0.0,0.0
18.8,2.76,8.22,0.0,0.0
14.2,3.96,4.3,0.0,0.0
12.1,6.12,3.51,0.0,0.0
7.8,0.48,1.87,0.0,0.0
8.0,0.12,1.85,0.0,0.0
8.5,1.92,1.94,0.0,0.0
6.0,1.08,1.29,0.0,0.0
6.2,1.44,1.35,0.0,0.0
5.9,2.04,0.75,0.0,0.0
8.6,12.72,1.15,0.0,0.0
8.8,7.08,1.56,0.0,0.0
11.5,5.52,3.99,0.0,0.0
8.6,7.8,3.61,0.0,0.0
12.1,6.0,5.49,0.0,0.0
9.2,5.4,5.79,0.0,0.0
11.0,8.28,9.74,0.0,0.0
12.3,3.72,12.45,0.0,0.0
13.7,10.2,13.12,0.0,0.0
12.5,9.96,9.76,0.0,0.0
14.2,3.96,5.81,0.0,0.0
13.9,1.8,3.71,0.0,0.0
14.4,2.52,2.75,0.0,0.0
17.3,5.52,3.01,0.0,0.0
14.6,2.28,1.3,0.0,0.0
14.4,2.64,0.8,0.0,0.0
17.9,0.84,1.13,0.0,0.0
12.0,0.6,0.14,0.0,0.0
7.1,0.36,0.0,0.0,0.0
5.9,0.24,0.0,0.0,0.0
6.4,0.0,0.0,0.0,0.0
7.2,0.36,0.0,0.0,0.0
7.1,0.72,0.0,0.0,0.0
5.7,1.68,0.0,0.0,0.0
10.0,12.48,0.0,0.0,0.0
13.5,13.2,0.0,0.0,0.0
16.0,18.24,0.16,0.0,0.0
15.2,3.96,0.41,0.0,0.0
14.4,18.48,0.92,0.0,0.0
12.4,4.2,1.19,0.0,0.0
13.9,0.84,2.06,0.0,0.0
13.4,3.36,2.33,0.0,0.0
10.5,0.72,1.47,0.0,0.0
12.5,2.16,1.92,0.0,0.0
12.5,2.76,1.24,0.0,0.0
13.9,9.0,1.45,0.0,0.0
15.6,6.24,1.65,0.0,0.0
20.5,2.88,2.67,0.0,0.0
17.3,7.8,1.38,0.0,0.0
16.8,0.84,1.14,0.0,0.0
13.2,0.72,0.49,0.0,0.0
16.1,1.68,0.76,0.0,0.0
15.8,0.24,0.64,0.0,0.0
11.5,0.12,0.06,0.0,0.0
14.0,2.16,0.34,0.0,0.0
12.7,0.36,0.22,0.0,0.0
12.2,0.96,0.17,0.0,0.0
13.1,8.28,0.25,0.0,0.0
10.4,22.32,0.01,0.0,0.0
12.7,9.0,0.16,0.0,0.0
15.9,11.16,0.67,0.0,0.0
12.9,10.08,0.5,0.0,0.0
9.5,3.72,0.24,0.0,0.0
10.7,2.76,0.61,0.0,0.0
13.0,3.96,1.22,0.0,0.0
14.5,1.68,1.83,0.0,0.0
10.7,0.6,1.07,0.0,0.0
11.4,1.92,1.0,0.0,0.0
12.2,2.64,0.94,0.0,0.0
13.3,1.92,1.19,0.0,0.0
18.6,5.04,2.4,0.0,0.0
19.0,3.84,2.21,0.0,0.0
17.0,10.44,1.37,0.0,0.0
19.7,1.08,1.55,0.0,0.0
15.7,0.72,0.46,0.0,0.0
9.4,0.72,0.0,0.0,0.0
8.7,0.36,0.0,0.0,0.0
6.1,0.36,0.0,0.0,0.0
8.4,0.12,0.0,0.0,0.0
5.5,0.12,0.0,0.0,0.0
6.4,0.6,0.0,0.0,0.0
6.1,7.56,0.0,0.0,0.0
10.9,12.12,0.0,0.0,0.0
12.7,7.32,0.0,0.0,0.0
11.6,14.76,0.0,0.0,0.0
9.9,3.6,0.0,0.0,0.0
14.2,8.04,0.0,0.0,0.0
10.3,0.72,0.0,0.0,0.0
9.3,5.28,0.0,0.0,0.0
12.3,0.48,0.0,0.0,0.0
11.7,1.8,0.0,0.0,0.0
10.8,3.36,0.0,0.0,0.0
15.7,12.48,0.0,0.0,0.0
13.9,2.4,0.0,0.0,0.0
15.7,2.04,0.0,0.0,0.0
14.2,1.68,0.0,0.0,0.0
15.7,0.84,0.0,0.0,0.0
14.8,2.4,0.0,0.0,0.0
13.1,1.56,0.0,0.0,0.0
9.9,0.24,0.0,0.0,0.0
9.1,1.8,0.0,0.0,0.0
6.8,0.48,0.0,0.0,0.0
6.3,1.68,0.0,0.0,0.0
7.0,0.48,0.0,0.0,0.0
5.9,0.96,0.0,0.0,0.0
6.2,4.8,0.0,0.0,0.0
6.8,5.4,0.0,0.0,0.0
6.3,1.2,0.0,0.0,0.0
6.6,23.16,0.0,0.0,0.0
7.6,16.08,0.0,0.0,0.0
12.1,10.56,0.0,0.0,0.0
7.7,5.88,0.0,0.0,0.0
8.4,6.6,0.23,0.0,0.0
13.0,0.84,1.4,0.0,0.0
6.6,3.0,0.67,0.0,0.0
8.0,2.16,0.62,0.0,0.0
18.2,12.6,1.94,0.0,0.0
8.7,4.08,0.08,0.0,0.0
15.0,3.12,1.07,0.0,0.0
16.6,2.04,1.24,0.0,0.0
15.7,2.16,1.09,0.0,0.0
16.7,2.28,1.05,0.0,0.0
15.1,0.48,0.64,0.0,0.0
9.7,2.64,0.0,0.0,0.0
7.5,6.84,0.0,0.0,0.0
11.3,1.92,0.01,0.0,0.0
9.3,1.44,0.0,0.0,0.0
5.7,0.12,0.0,0.0,0.0
8.0,0.96,0.0,0.0,0.0
13.2,1.92,0.0,0.0,0.0
7.3,8.04,0.0,0.0,0.0
7.5,6.36,0.0,0.0,0.0
7.5,2.28,0.0,0.0,0.0
7.9,14.16,0.0,0.0,0.0
13.6,10.44,0.83,0.0,0.0
10.0,12.12,0.91,0.0,0.0
13.6,7.56,2.19,0.0,0.0
12.4,1.44,2.55,0.0,0.0
14.2,2.4,3.77,0.0,0.0
13.4,6.48,3.3,0.0,0.0
12.6,8.52,2.68,0.0,0.0
14.2,3.12,3.44,0.0,0.0
20.8,3.0,7.17,0.0,0.0
14.9,2.16,3.22,0.0,0.0
16.3,3.72,4.06,0.0,0.0
16.4,4.56,4.04,0.0,0.0
14.4,3.36,3.17,0.0,0.0
8.8,0.72,1.41,0.0,0.0
8.1,0.96,1.38,0.0,0.0
6.1,0.12,0.81,0.0,0.0
6.4,0.12,0.84,0.0,0.0
8.0,0.12,1.33,0.0,0.0
6.0,1.44,1.12,0.0,0.0
7.7,5.88,1.67,0.0,0.0
6.1,5.28,1.3,0.0,0.0
9.8,5.16,2.59,0.0,0.0
8.8,3.96,2.07,0.0,0.0
8.7,10.56,2.01,0.0,0.0
10.9,3.36,3.35,0.0,0.0
11.6,2.52,4.18,0.0,0.0
12.3,2.16,4.73,0.0,0.0
11.2,2.04,3.95,0.0,0.0
12.9,1.8,4.04,0.0,0.0
16.1,1.92,5.55,0.0,0.0
15.6,3.24,5.34,0.0,0.0
13.8,5.16,4.17,0.0,0.0
21.5,5.16,8.96,0.0,0.0
19.7,1.92,6.24,0.0,0.0
18.7,3.72,4.52,0.0,0.0
22.8,2.16,4.51,0.0,0.0
18.2,3.36,1.91,0.0,0.0
9.6,1.32,0.37,0.0,0.0
7.5,0.6,0.01,0.0,0.0
8.7,0.24,0.0,0.0,0.0
6.3,0.24,0.0,0.0,0.0
5.9,0.12,0.0,0.0,0.0
6.7,3.48,0.0,0.0,0.0
5.9,4.8,0.0,0.0,0.0
9.5,20.16,0.0,0.0,0.0
9.1,7.08,0.0,0.0,0.0
10.7,3.36,0.0,0.0,0.0
9.6,10.68,0.0,0.0,0.0
12.0,8.28,0.0,0.0,0.0
7.7,7.68,0.0,0.0,0.0
11.5,7.08,0.0,0.0,0.0
12.3,1.08,0.0,0.0,0.0
14.7,2.4,0.0,0.0,0.0
13.5,13.32,0.0,0.0,0.0
11.7,2.4,0.0,0.0,0.0
13.4,1.8,0.0,0.0,0.0
14.4,3.0,0.0,0.0,0.0
15.2,5.76,0.0,0.0,0.0
19.0,5.52,0.0,0.0,0.0
18.6,0.48,0.0,0.0,0.0
15.2,1.32,0.0,0.0,0.0
13.2,0.72,0.0,0.0,0.0
6.6,2.28,0.0,0.0,0.0
8.2,0.72,0.0,0.0,0.0
5.4,0.12,0.0,0.0,0.0
5.6,0.12,0.0,0.0,0.0
7.9,0.6,0.0,0.0,0.0
5.0,9.24,0.0,0.0,0.0
12.0,10.44,0.0,0.0,0.0
12.8,8.4,0.0,0.0,0.0
11.8,7.32,0.0,0.0,0.0
13.5,6.6,0.0,0.0,0.0
12.6,5.28,0.0,0.0,0.0
11.6,1.92,0.0,0.0,0.0
12.8,2.4,0.0,0.0,0.0
14.0,1.44,0.0,0.0,0.0
12.0,1.68,0.0,0.0,0.0
11.7,1.56,0.0,0.0,0.0
12.6,4.8,0.0,0.0,0.0
13.6,5.4,0.0,0.0,0.0
16.3,3.6,0.0,0.0,0.0
15.7,2.88,0.0,0.0,0.0
18.1,2.76,0.0,0.0,0.0
17.7,1.2,0.0,0.0,0.0
20.2,0.36,0.0,0.0,0.0
